,아이디,맥주,날짜,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
1164,"venom666(1,245)",Pilsner Urquell,"June 2, 2014",3.3,6,3,6,3,15
1165,wolfcarnival(288),Pilsner Urquell,"June 2, 2014",3.6,6,4,6,3,17
1168,pricey290483(854),Pilsner Urquell,"June 1, 2014",3.0,6,3,5,3,13
1170,"fellebag(1,756)",Pilsner Urquell,"May 29, 2014",3.1,6,3,6,3,13
1171,"17Beer(1,268)",Pilsner Urquell,"May 29, 2014",2.3,5,4,3,2,9
1172,asimeow(317),Pilsner Urquell,"May 29, 2014",2.8,5,3,6,3,11
1176,Hidden_Pooch(518),Pilsner Urquell,"May 23, 2014",3.3,7,3,7,3,13
1178,Serapac(996),Pilsner Urquell,"July 23, 2017",4.1,8,4,8,4,17
1179,macio_men(170),Pilsner Urquell,"September 1, 2014",4.0,6,4,8,4,18
1180,"Mr_Pink_152(9,933)",Pilsner Urquell,"May 15, 2014",2.5,4,3,5,3,10
1183,"ljthiessen(1,732)",Pilsner Urquell,"May 12, 2014",2.8,5,3,6,3,11
1184,"nathanvc(3,367)",Pilsner Urquell,"May 20, 2018",3.4,6,3,7,3,15
1185,HIGHB4LL(836),Pilsner Urquell,"May 9, 2014",3.3,7,4,7,3,12
1186,"Ngejo(1,000)",Pilsner Urquell,"June 16, 2015",3.0,6,3,6,3,12
1187,"sudomorph(1,307)",Pilsner Urquell,"May 9, 2014",3.5,8,3,7,4,13
1188,"smaynard6000(1,419)",Pilsner Urquell,"May 6, 2014",2.5,2,3,6,3,11
1189,"Sjohnh(1,060)",Pilsner Urquell,"May 3, 2014",3.6,7,4,7,4,14
1195,"TXBadger(2,811)",Pilsner Urquell,"April 25, 2014",2.6,5,3,5,3,10
1196,"MisoW(5,184)",Pilsner Urquell,"April 25, 2014",3.5,5,5,7,4,14
1197,LasseVPedersen(490),Pilsner Urquell,"April 19, 2014",3.5,7,3,7,4,14
1200,"worldbeertaste(1,845)",Pilsner Urquell,"April 15, 2014",3.7,7,4,7,4,15
1202,Aaron68(608),Pilsner Urquell,"April 12, 2014",2.8,5,4,6,3,10
1204,Rotaldinho(207),Pilsner Urquell,"April 10, 2014",3.5,5,4,7,3,16
1205,"kacyper(2,755)",Pilsner Urquell,"April 8, 2014",3.7,8,3,8,4,14
1206,"Beerhunter111(32,693)",Pilsner Urquell,"April 7, 2014",3.2,6,3,6,3,14
1207,"MarkoNm(4,662)",Pilsner Urquell,"April 6, 2014",3.7,7,3,8,4,15
1208,"BOSSbrewer(2,705)",Pilsner Urquell,"April 4, 2014",3.1,7,3,5,3,13
1209,"dnicolaescu(3,911)",Pilsner Urquell,"November 20, 2015",3.0,6,3,6,3,12
1211,"VastActiv(11,781)",Pilsner Urquell,"March 29, 2014",3.0,6,3,7,3,11
1212,"Gary(2,114)",Pilsner Urquell,"March 29, 2014",3.7,7,4,8,3,15
1213,"ken1(3,614)",Pilsner Urquell,"March 26, 2014",2.7,5,3,6,3,10
1216,"gopherfan99(2,001)",Pilsner Urquell,"March 23, 2014",2.8,5,3,5,3,12
1217,"aleksander9(1,926)",Pilsner Urquell,"May 8, 2015",3.7,8,4,8,3,14
1219,"veceo(1,361)",Pilsner Urquell,"September 28, 2016",3.3,6,3,7,3,14
1220,"Rob_D_UK(1,366)",Pilsner Urquell,"March 19, 2014",3.6,8,4,7,3,14
1223,"markextrae(4,791)",Pilsner Urquell,"March 14, 2014",3.0,6,3,5,3,13
1225,ChristianHR(241),Pilsner Urquell,"March 11, 2014",2.1,4,2,4,2,9
1228,"Peter_L(1,581)",Pilsner Urquell,"March 9, 2014",2.9,5,2,5,3,14
1230,"martjoobolut(9,609)",Pilsner Urquell,"October 4, 2015",3.7,7,4,7,4,15
1234,Frode(383),Pilsner Urquell,"March 1, 2014",3.4,7,3,6,4,14
1239,Mpuntmuts(669),Pilsner Urquell,"February 21, 2014",3.7,7,3,9,4,14
1243,Senap(834),Pilsner Urquell,"February 14, 2014",3.5,7,4,7,3,14
1244,VincentKabel(329),Pilsner Urquell,"February 15, 2014",3.6,7,4,7,4,14
1247,"ajnepple(12,239)",Pilsner Urquell,"February 12, 2014",3.3,6,4,6,4,13
1249,"ametras(2,797)",Pilsner Urquell,"February 9, 2014",3.6,7,4,7,3,15
1251,"Iznogud(9,003)",Pilsner Urquell,"February 3, 2014",2.9,6,2,6,3,12
1252,BeerInHeaven(576),Pilsner Urquell,"February 2, 2014",3.4,7,3,6,4,14
1253,foyle(629),Pilsner Urquell,"February 1, 2014",4.0,8,4,8,3,17
1255,beeebon(557),Pilsner Urquell,"January 30, 2014",3.1,6,3,6,3,13
1256,InPivoVeritas(404),Pilsner Urquell,"January 29, 2014",3.6,7,5,7,3,14
1258,"davidtjm(1,074)",Pilsner Urquell,"January 27, 2014",3.3,6,3,6,4,14
1259,"Maakun(10,312)",Pilsner Urquell,"January 27, 2014",3.3,7,3,6,3,14
1260,JohnCook101(535),Pilsner Urquell,"January 23, 2014",3.3,6,4,7,3,13
1262,beeracoon(514),Pilsner Urquell,"January 22, 2014",4.1,8,4,8,4,17
1264,"sturmthis(1,195)",Pilsner Urquell,"January 19, 2014",3.5,6,4,7,3,15
1265,Brentv(762),Pilsner Urquell,"January 18, 2014",2.7,5,3,5,2,12
1268,"allmyvinyl(13,613)",Pilsner Urquell,"January 14, 2014",2.4,5,3,4,4,8
1269,"ryanscourt(1,851)",Pilsner Urquell,"January 14, 2014",3.4,7,3,7,3,14
1270,"john44(4,420)",Pilsner Urquell,"January 13, 2014",3.4,6,3,7,4,14
1271,Canmoore(517),Pilsner Urquell,"January 11, 2014",5.0,7,3,8,5,17
1272,"hackobock(4,073)",Pilsner Urquell,"January 10, 2014",2.7,5,3,5,3,11
1273,Masterkush7(581),Pilsner Urquell,"January 7, 2014",3.0,5,4,5,3,13
1275,"cubs(10,772)",Pilsner Urquell,"January 4, 2014",4.1,8,4,9,4,16
1277,BMA(276),Pilsner Urquell,"January 3, 2014",3.4,8,3,7,3,13
1279,"Freaky_tiki(1,770)",Pilsner Urquell,"February 9, 2014",3.8,7,4,8,3,16
1282,"jamestulloch(6,555)",Pilsner Urquell,"March 20, 2020",3.7,7,4,7,4,15
1283,"rennat42(4,009)",Pilsner Urquell,"December 30, 2013",1.9,4,3,3,3,6
1289,"MetalNHopHead(2,791)",Pilsner Urquell,"November 19, 2014",3.8,7,4,8,4,15
1291,"jjsint(5,536)",Pilsner Urquell,"December 28, 2013",3.6,6,3,9,4,14
1292,"teorn88(7,707)",Pilsner Urquell,"December 24, 2013",3.1,6,3,6,3,13
1293,"danielyabu(2,161)",Pilsner Urquell,"December 22, 2013",3.1,6,3,7,3,12
1295,"harrymel(1,551)",Pilsner Urquell,"December 17, 2013",4.0,8,3,8,4,17
1296,"budedou(1,529)",Pilsner Urquell,"July 21, 2015",3.2,4,4,6,3,15
1299,"Renobob(2,063)",Pilsner Urquell,"December 14, 2013",2.3,3,3,4,3,10
1301,"freretoc(1,935)",Pilsner Urquell,"December 8, 2013",3.7,7,4,7,3,16
1302,"Philym(1,003)",Pilsner Urquell,"December 8, 2013",3.4,6,4,7,3,14
1306,"mike5326(1,816)",Pilsner Urquell,"December 1, 2013",2.9,5,3,5,3,13
1307,"Luvystypotables(2,586)",Pilsner Urquell,"December 1, 2013",2.7,3,3,6,3,12
1316,"GIJOE(1,269)",Pilsner Urquell,"November 11, 2013",3.2,6,3,7,3,13
1317,"Gerbeer(5,548)",Pilsner Urquell,"January 9, 2015",3.1,5,4,6,4,12
1321,"rondphoto(5,071)",Pilsner Urquell,"November 7, 2013",3.6,6,4,7,4,15
1324,Zarkam(539),Pilsner Urquell,"November 3, 2013",3.0,6,3,5,4,12
1325,"rikstar(2,604)",Pilsner Urquell,"November 3, 2013",2.9,5,2,7,3,12
1326,Bryanvdv(523),Pilsner Urquell,"November 2, 2013",2.6,6,2,5,2,11
1328,"gschrade(1,341)",Pilsner Urquell,"October 30, 2013",4.0,7,5,7,5,16
1330,"Wim(5,297)",Pilsner Urquell,"October 27, 2013",2.4,5,3,5,3,8
1331,Valfar(77),Pilsner Urquell,"October 25, 2013",4.0,8,4,8,4,16
1334,Augdraught1981(267),Pilsner Urquell,"November 27, 2013",3.4,6,3,6,4,15
1335,"tricksta_p(9,129)",Pilsner Urquell,"October 28, 2018",3.1,6,3,6,3,13
1337,"sinfull(2,593)",Pilsner Urquell,"October 19, 2013",3.7,7,4,7,4,15
1339,"sdmmb(1,862)",Pilsner Urquell,"October 11, 2013",3.3,7,3,6,3,14
1341,aronvarga(441),Pilsner Urquell,"October 8, 2013",2.6,5,3,5,3,10
1342,"hawanna(3,443)",Pilsner Urquell,"October 5, 2013",3.1,5,3,6,4,13
1343,"IPAgutten79(1,043)",Pilsner Urquell,"October 29, 2013",3.4,7,3,7,4,13
1345,"zvsn(5,413)",Pilsner Urquell,"August 13, 2017",3.1,6,3,6,3,13
1346,wildbeercat(356),Pilsner Urquell,"September 27, 2013",3.0,4,2,6,3,15
1350,"biirusaikou(2,704)",Pilsner Urquell,"June 15, 2014",3.0,6,2,7,2,13
1352,SamTheBarrel(950),Pilsner Urquell,"May 28, 2014",3.5,7,4,8,3,13
1354,Jado(805),Pilsner Urquell,"September 22, 2013",3.2,6,2,7,3,14
1356,hens(806),Pilsner Urquell,"September 20, 2013",3.0,5,3,7,3,12
1358,Marcius(518),Pilsner Urquell,"June 12, 2015",3.7,7,3,8,4,15
1359,"czar(12,504)",Pilsner Urquell,"September 15, 2013",3.3,6,3,7,4,13
1360,"DedicatedToFun(3,984)",Pilsner Urquell,"September 15, 2013",2.9,6,3,6,3,11
1363,"chinchill(6,207)",Pilsner Urquell,"September 10, 2013",3.6,8,4,7,3,14
1365,"mR_fr0g(21,649)",Pilsner Urquell,"September 8, 2013",2.6,5,3,5,3,10
1367,"StilleStorm(1,684)",Pilsner Urquell,"September 6, 2013",2.5,4,3,5,3,10
1368,"mikkellund42(1,352)",Pilsner Urquell,"September 5, 2013",3.2,7,4,6,3,12
1371,"vadie(1,325)",Pilsner Urquell,"August 29, 2013",3.2,7,3,6,3,13
1372,"vinivini(6,192)",Pilsner Urquell,"February 5, 2016",3.5,5,5,7,4,14
1376,Kurtos(311),Pilsner Urquell,"August 23, 2013",3.5,6,4,7,4,14
1378,"BlackHaddock(11,444)",Pilsner Urquell,"August 21, 2013",3.0,5,3,7,3,12
1381,"Vighals(7,144)",Pilsner Urquell,"August 14, 2013",3.0,6,4,5,3,12
1383,"blklab2007(2,120)",Pilsner Urquell,"August 11, 2013",2.0,4,2,4,2,8
1384,"Foffern(2,663)",Pilsner Urquell,"August 9, 2013",3.6,7,4,7,4,14
1387,"Dazz3(1,797)",Pilsner Urquell,"August 5, 2013",3.1,5,3,7,3,13
1391,"MarcoDL(7,813)",Pilsner Urquell,"August 1, 2013",2.5,5,3,5,2,10
1395,"Johnsense(2,198)",Pilsner Urquell,"January 24, 2018",3.7,7,4,7,4,15
1398,"Abijen(2,572)",Pilsner Urquell,"July 23, 2013",3.3,6,4,7,4,12
1399,"Bosbouw(3,364)",Pilsner Urquell,"July 23, 2013",3.4,6,4,6,5,13
1402,"blackisle(4,154)",Pilsner Urquell,"August 7, 2013",3.8,7,4,7,4,16
1403,jice(405),Pilsner Urquell,"July 20, 2013",4.1,8,4,8,4,17
1404,"SaintMatty(8,988)",Pilsner Urquell,"July 19, 2013",3.4,7,3,7,3,14
1405,Fredis23(564),Pilsner Urquell,"July 18, 2013",3.5,6,4,7,4,14
1407,"djoeye(10,369)",Pilsner Urquell,"July 11, 2013",4.7,9,5,9,5,19
1408,MrW(866),Pilsner Urquell,"July 11, 2013",3.6,7,4,8,3,14
1410,Shanebrews(315),Pilsner Urquell,"July 6, 2013",3.7,7,3,7,4,16
1412,Kamil_(349),Pilsner Urquell,"September 27, 2013",3.2,6,4,6,3,13
1414,eRock_2013(653),Pilsner Urquell,"July 2, 2013",3.6,5,5,8,3,15
1418,"PeatyPete(1,160)",Pilsner Urquell,"June 29, 2013",3.4,7,3,7,3,14
1419,fiammanghilla(977),Pilsner Urquell,"June 28, 2013",3.3,7,3,7,3,13
1421,"NordicV(3,831)",Pilsner Urquell,"June 25, 2013",3.3,6,4,6,4,13
1424,"Desverger(21,898)",Pilsner Urquell,"June 22, 2013",3.2,6,3,7,3,13
1425,Jamedra(754),Pilsner Urquell,"June 22, 2013",3.6,7,4,6,4,15
1427,Henti(241),Pilsner Urquell,"June 20, 2013",3.9,7,3,8,4,17
1428,HULK777(908),Pilsner Urquell,"July 17, 2020",2.4,5,3,3,4,9
1429,"Andy_(1,156)",Pilsner Urquell,"June 16, 2013",3.0,6,3,6,3,12
1439,holdleder(517),Pilsner Urquell,"May 30, 2013",4.2,6,5,8,5,18
1441,"nilsas(6,743)",Pilsner Urquell,"May 26, 2013",2.5,5,4,5,4,7
1442,"AnonUser54728(2,851)",Pilsner Urquell,"May 25, 2013",4.5,9,3,9,4,20
1443,"Gorm(1,897)",Pilsner Urquell,"September 11, 2013",1.6,2,3,2,2,7
1444,zenkis(954),Pilsner Urquell,"May 23, 2013",2.8,5,3,6,3,11
1450,"tderoeck(14,778)",Pilsner Urquell,"June 4, 2013",3.4,6,3,7,4,14
1452,"Fritz123(1,535)",Pilsner Urquell,"May 13, 2013",3.9,7,5,8,4,15
1453,"mnmike(1,087)",Pilsner Urquell,"May 12, 2013",3.3,6,4,6,4,13
1455,"OllieBBommel(1,529)",Pilsner Urquell,"May 9, 2013",3.3,7,3,7,4,12
1456,"SVD(3,983)",Pilsner Urquell,"April 30, 2013",2.5,4,3,5,3,10
1459,agent_persik(932),Pilsner Urquell,"May 14, 2014",3.5,6,4,7,4,14
1461,"Imaena(2,404)",Pilsner Urquell,"April 21, 2013",3.6,7,3,7,3,16
1462,"bobroman(1,510)",Pilsner Urquell,"April 20, 2013",3.4,7,3,7,3,14
1463,"bonkiedeaap(1,299)",Pilsner Urquell,"April 19, 2013",3.5,7,4,7,3,14
1464,"TURDFERGUSON(4,066)",Pilsner Urquell,"April 18, 2013",3.6,7,4,7,4,14
1465,"jmgreenuk(14,585)",Pilsner Urquell,"April 17, 2013",2.9,5,3,6,3,12
1467,"boozedude(2,230)",Pilsner Urquell,"April 17, 2013",1.9,4,2,4,2,7
1468,strap(981),Pilsner Urquell,"April 15, 2013",3.3,5,4,7,3,14
1473,"Silvan7(1,375)",Pilsner Urquell,"April 11, 2013",2.7,5,3,5,2,12
1477,mtwhitney(168),Pilsner Urquell,"April 5, 2013",3.2,6,4,6,4,12
1480,HoppyBudgie(940),Pilsner Urquell,"April 2, 2013",2.9,6,3,5,3,12
1483,jimmay(807),Pilsner Urquell,"March 30, 2013",3.8,8,3,8,3,16
1484,"RichTheVillan(10,497)",Pilsner Urquell,"March 23, 2013",3.5,7,4,7,3,14
1487,"The_Osprey(10,573)",Pilsner Urquell,"November 21, 2014",2.4,4,3,4,3,10
1488,"Ed5388(3,488)",Pilsner Urquell,"March 19, 2013",2.1,3,2,4,2,10
1489,"Bozo_skeleton(1,164)",Pilsner Urquell,"March 18, 2013",3.3,6,4,7,3,13
1491,"sic1314(4,770)",Pilsner Urquell,"March 16, 2013",3.4,7,4,7,3,13
1494,"boFNjackson(4,200)",Pilsner Urquell,"April 11, 2013",3.8,6,4,7,5,16
1498,"artyom(1,557)",Pilsner Urquell,"March 2, 2013",2.4,6,3,5,2,8
1501,Melkart(431),Pilsner Urquell,"February 26, 2013",2.0,3,4,3,2,8
1503,"Singularity(7,419)",Pilsner Urquell,"February 23, 2013",2.8,4,4,5,3,12
1504,"Reimer96(1,743)",Pilsner Urquell,"February 17, 2013",3.5,6,4,7,4,14
1506,"ruigo(3,079)",Pilsner Urquell,"February 13, 2013",2.8,6,3,7,3,9
1507,shorlin(721),Pilsner Urquell,"February 12, 2013",3.9,8,4,7,4,16
1508,"MaartenRF10(1,956)",Pilsner Urquell,"February 11, 2013",3.0,5,4,6,3,12
1510,"Cantabrian(1,207)",Pilsner Urquell,"February 10, 2013",3.5,7,3,6,4,15
1512,"Martin243(1,374)",Pilsner Urquell,"February 9, 2013",3.6,7,4,7,4,14
1515,"Vells(2,359)",Pilsner Urquell,"February 5, 2013",3.2,6,3,7,3,13
1516,Deu(949),Pilsner Urquell,"February 5, 2013",3.0,6,3,6,3,12
1518,"Leini(2,075)",Pilsner Urquell,"December 12, 2015",3.1,6,4,6,3,12
1520,"TheHopster(1,111)",Pilsner Urquell,"February 2, 2013",3.0,5,3,7,3,12
1522,podey(638),Pilsner Urquell,"January 31, 2013",2.6,4,3,5,3,11
1525,graziano85(677),Pilsner Urquell,"March 6, 2017",3.1,6,2,7,3,13
1530,"lesifflebiere(1,926)",Pilsner Urquell,"January 21, 2013",4.0,6,5,8,4,17
1531,"jrodooo5(2,292)",Pilsner Urquell,"January 21, 2013",3.2,8,3,6,3,12
1534,"danlo(7,018)",Pilsner Urquell,"January 18, 2013",3.3,6,4,7,3,13
1539,"EtTuCthulhu(1,391)",Pilsner Urquell,"October 8, 2014",3.2,6,4,6,4,12
1540,Fred182(305),Pilsner Urquell,"January 11, 2013",3.5,7,3,7,2,16
1541,"ccex(1,799)",Pilsner Urquell,"January 11, 2013",3.5,7,4,7,3,14
1543,"Theydon_Bois(30,383)",Pilsner Urquell,"January 6, 2013",3.0,5,3,7,3,12
1545,"Shaney(2,421)",Pilsner Urquell,"January 5, 2013",4.7,9,5,9,5,19
1548,"KansaiBeerLvrs(7,283)",Pilsner Urquell,"January 3, 2013",3.5,6,4,7,4,14
1558,BitchPls(843),Pilsner Urquell,"April 19, 2013",3.4,6,4,7,3,14
1559,"Tide(7,910)",Pilsner Urquell,"December 22, 2012",3.2,7,3,6,3,13
1561,"GoufCustom(2,895)",Pilsner Urquell,"November 24, 2016",4.3,9,4,8,5,17
1562,"ads135(6,704)",Pilsner Urquell,"December 19, 2012",4.3,8,5,8,5,17
1563,"mauritsio(1,067)",Pilsner Urquell,"December 17, 2012",3.7,7,4,8,4,14
1564,"Kita(3,312)",Pilsner Urquell,"December 16, 2012",3.4,6,4,7,3,14
1566,"tampierre(1,483)",Pilsner Urquell,"December 5, 2014",4.0,8,4,8,4,16
1567,"Lowenbrau(5,490)",Pilsner Urquell,"December 13, 2012",3.6,7,3,7,4,15
1568,"Lore(4,436)",Pilsner Urquell,"July 12, 2016",3.1,6,4,6,3,12
1569,"DCLawyer(3,007)",Pilsner Urquell,"December 9, 2012",2.9,5,2,5,4,13
1570,"ElDesmadre(6,523)",Pilsner Urquell,"March 13, 2013",3.5,7,3,7,4,14
1572,"olliejobbins(1,576)",Pilsner Urquell,"November 29, 2012",3.3,6,4,6,4,13
1576,"bpar73(1,544)",Pilsner Urquell,"November 22, 2012",3.7,6,4,7,4,16
1577,rob6239(677),Pilsner Urquell,"November 20, 2012",2.0,3,2,4,2,9
1581,"Benzai(20,022)",Pilsner Urquell,"April 12, 2013",3.4,6,4,7,3,14
1582,"DutchDrebus(6,999)",Pilsner Urquell,"April 12, 2013",3.3,6,3,7,3,14
1583,"The_Bish(1,118)",Pilsner Urquell,"November 11, 2012",2.5,3,5,5,2,10
1584,"Bricktop86(1,617)",Pilsner Urquell,"November 10, 2012",4.0,8,3,9,4,16
1586,Rangi(671),Pilsner Urquell,"November 8, 2012",2.3,5,3,6,3,6
1589,"kryon(4,719)",Pilsner Urquell,"October 5, 2014",3.3,6,3,7,3,14
1590,"k0mpsa(3,785)",Pilsner Urquell,"June 18, 2013",3.4,4,4,7,5,14
1591,"stevoj(10,789)",Pilsner Urquell,"November 2, 2012",3.6,7,4,8,3,14
1593,"Bamsen78(7,139)",Pilsner Urquell,"October 30, 2012",3.9,7,5,8,4,15
1595,"Huhzubendah(3,781)",Pilsner Urquell,"October 29, 2012",4.2,8,5,8,4,17
1597,Dommod2011(706),Pilsner Urquell,"October 25, 2012",3.9,8,4,8,4,15
1599,"reggiedunlop(3,726)",Pilsner Urquell,"October 25, 2012",3.3,6,4,6,4,13
1601,"SimplySike(1,575)",Pilsner Urquell,"October 21, 2012",3.2,6,3,7,3,13
1604,"Idiosynkrasie(12,532)",Pilsner Urquell,"October 20, 2012",3.1,6,3,6,3,13
1607,"Blade86(1,578)",Pilsner Urquell,"February 22, 2013",3.4,6,3,7,4,14
1608,"BMMillsy(1,788)",Pilsner Urquell,"October 13, 2012",1.8,3,3,3,2,7
1609,"olio(13,614)",Pilsner Urquell,"October 13, 2012",3.6,7,4,7,3,15
1610,"Japalo(1,887)",Pilsner Urquell,"April 1, 2013",3.4,7,5,6,2,14
1614,andriesradu(689),Pilsner Urquell,"September 27, 2012",3.4,6,3,7,4,14
1615,"omikr0n(1,041)",Pilsner Urquell,"September 23, 2012",3.0,7,3,5,4,11
1617,"Iphonephan(9,547)",Pilsner Urquell,"September 13, 2012",3.2,6,4,6,3,13
1620,"vipinvelp(5,994)",Pilsner Urquell,"September 9, 2012",3.4,7,3,7,3,14
1621,PGHbeer77(571),Pilsner Urquell,"September 9, 2012",2.9,6,3,6,3,11
1623,"TychoJames(2,981)",Pilsner Urquell,"March 4, 2019",2.9,6,3,6,3,11
1625,TyggaBrown(430),Pilsner Urquell,"September 5, 2012",3.0,5,3,7,3,12
1626,"neur0(1,574)",Pilsner Urquell,"September 4, 2012",3.6,7,4,7,4,14
1627,"Christos(6,100)",Pilsner Urquell,"September 4, 2012",3.5,7,3,8,3,14
1628,"kraddel(10,779)",Pilsner Urquell,"September 3, 2012",2.0,3,3,4,2,8
1629,"SarkyNorthener(5,201)",Pilsner Urquell,"August 31, 2013",3.4,6,4,7,3,14
1631,"ThreeCats(1,136)",Pilsner Urquell,"August 25, 2012",3.4,7,5,6,3,13
1632,peral2(578),Pilsner Urquell,"September 22, 2012",3.5,6,4,6,4,15
1633,"erickok(6,033)",Pilsner Urquell,"August 23, 2012",3.5,6,3,8,4,14
1636,"McTapps(7,976)",Pilsner Urquell,"August 18, 2012",3.0,7,4,7,4,8
1637,"MichaelAwesome(7,159)",Pilsner Urquell,"August 18, 2012",3.2,5,3,7,3,14
1638,"Beerenberger(1,604)",Pilsner Urquell,"August 17, 2012",3.4,9,5,8,4,8
1644,kliggerwar(157),Pilsner Urquell,"August 12, 2012",3.0,5,3,7,3,12
1645,tanstil(140),Pilsner Urquell,"August 9, 2012",3.3,6,3,7,3,14
1646,"heavy(2,948)",Pilsner Urquell,"August 19, 2013",3.5,7,3,7,4,14
1649,Malty_MacHops(688),Pilsner Urquell,"August 5, 2012",3.8,7,5,7,5,14
1650,rangerred(989),Pilsner Urquell,"August 5, 2012",3.7,6,3,8,4,16
1652,"WheatKing(1,351)",Pilsner Urquell,"August 3, 2012",3.8,8,3,8,4,15
1655,"jjgmd(3,260)",Pilsner Urquell,"July 29, 2012",2.7,6,3,5,3,10
1657,jdpeebs(682),Pilsner Urquell,"July 28, 2012",3.9,7,4,8,4,16
1665,"jamesie1857(2,282)",Pilsner Urquell,"July 13, 2012",3.3,7,3,7,3,13
1666,"kapusil(2,060)",Pilsner Urquell,"July 12, 2012",3.7,6,4,7,5,15
1667,"jbruner(8,195)",Pilsner Urquell,"October 28, 2019",3.5,7,4,7,3,14
1668,"jkwood04(5,705)",Pilsner Urquell,"July 8, 2012",2.9,6,3,6,3,11
1669,"ttoadee(2,771)",Pilsner Urquell,"July 8, 2012",3.6,6,4,7,4,15
1671,"Beerheart65(1,503)",Pilsner Urquell,"July 6, 2012",3.8,7,4,7,3,17
1672,"stefannilssons(1,578)",Pilsner Urquell,"July 5, 2012",2.4,3,2,5,2,12
1673,kaziopiwosz(828),Pilsner Urquell,"July 4, 2012",3.9,8,4,8,4,15
1677,OzarkElmo(372),Pilsner Urquell,"January 13, 2013",3.9,7,5,8,4,15
1680,"rok1024(1,401)",Pilsner Urquell,"May 17, 2013",3.2,6,4,6,3,13
1681,"notalush(6,547)",Pilsner Urquell,"June 26, 2012",3.8,8,4,7,4,15
1683,"b3shine(11,071)",Pilsner Urquell,"June 25, 2012",3.3,6,3,7,4,13
1688,hlkanga(204),Pilsner Urquell,"June 17, 2012",3.2,6,3,7,3,13
1693,"fdomig(1,338)",Pilsner Urquell,"June 16, 2012",3.5,4,4,7,4,16
1694,"Arve_Christian(5,277)",Pilsner Urquell,"June 15, 2012",3.3,6,5,6,3,13
1696,"boxofrane(2,559)",Pilsner Urquell,"June 15, 2012",3.1,5,4,6,4,12
1697,damzz(746),Pilsner Urquell,"June 15, 2012",4.3,4,5,9,5,20
1698,pras(602),Pilsner Urquell,"June 12, 2012",3.1,5,3,7,3,13
1699,"Kevnic2008(13,550)",Pilsner Urquell,"June 11, 2012",3.4,7,4,6,3,14
1700,jhgrantjr(484),Pilsner Urquell,"June 10, 2012",2.3,3,3,4,2,11
1703,"jcos(1,855)",Pilsner Urquell,"June 5, 2012",3.2,5,3,7,4,13
1704,darioklc(933),Pilsner Urquell,"June 5, 2012",2.9,6,4,6,3,10
1705,"Marduk(14,159)",Pilsner Urquell,"June 4, 2012",3.2,6,3,6,4,13
1707,"stantheman(1,865)",Pilsner Urquell,"July 26, 2018",3.3,5,5,6,5,12
1708,"nazzty(1,531)",Pilsner Urquell,"May 31, 2012",4.0,8,4,8,4,16
1709,"mice(2,028)",Pilsner Urquell,"May 30, 2012",3.8,8,3,8,4,15
1710,BreWedge(773),Pilsner Urquell,"May 26, 2012",4.0,7,4,8,4,17
1712,"ManVsBeer(15,716)",Pilsner Urquell,"May 22, 2012",3.3,6,3,7,3,14
1714,"KeefOz(3,106)",Pilsner Urquell,"April 2, 2013",2.7,3,4,6,3,11
1715,Rotbart(155),Pilsner Urquell,"May 21, 2012",2.0,1,3,4,2,10
1718,"BeerViking(7,237)",Pilsner Urquell,"May 19, 2012",3.5,6,3,7,4,15
1719,"italianjohn(4,402)",Pilsner Urquell,"May 19, 2012",3.4,6,4,6,4,14
1721,schoolofchuck(135),Pilsner Urquell,"May 17, 2012",2.5,7,3,4,3,8
1722,"jmagnus87(2,903)",Pilsner Urquell,"May 15, 2012",3.1,6,3,5,3,14
1723,"rumproasts(6,113)",Pilsner Urquell,"May 14, 2012",3.0,6,3,6,3,12
1725,"kdm1984(1,013)",Pilsner Urquell,"September 30, 2013",3.8,7,3,8,4,16
1726,"bunget(1,238)",Pilsner Urquell,"May 8, 2012",3.3,6,3,7,3,14
1728,MMR(830),Pilsner Urquell,"May 3, 2012",3.0,7,3,7,3,10
1729,Viceroy(95),Pilsner Urquell,"May 3, 2012",2.9,4,4,6,4,11
1731,martinrumsam(580),Pilsner Urquell,"April 30, 2012",3.1,5,3,6,3,14
1732,"Bygers(1,187)",Pilsner Urquell,"April 21, 2012",2.7,3,4,5,3,12
1734,Bathory(456),Pilsner Urquell,"March 28, 2013",3.8,7,5,7,4,15
1735,"HopfenWeisse(1,560)",Pilsner Urquell,"April 19, 2012",3.5,7,4,8,4,12
1737,"CanCrusher(1,577)",Pilsner Urquell,"April 7, 2014",3.4,6,5,6,3,14
1738,aphelion1979(172),Pilsner Urquell,"April 7, 2012",3.1,7,3,7,3,11
1739,foxo82(941),Pilsner Urquell,"April 8, 2012",3.5,6,3,7,4,15
1742,"maxwelldeux(4,373)",Pilsner Urquell,"April 5, 2012",2.7,6,3,5,3,10
1745,"maekchu(5,126)",Pilsner Urquell,"March 28, 2012",3.8,8,3,7,4,16
1747,"TheCametron(2,475)",Pilsner Urquell,"March 26, 2012",3.6,7,3,7,3,16
1748,Digital_Aura(228),Pilsner Urquell,"March 25, 2012",2.7,5,4,4,4,10
1749,omega(899),Pilsner Urquell,"February 10, 2015",2.9,6,3,6,3,11
1750,"Patrickctenchi(7,259)",Pilsner Urquell,"March 16, 2012",1.6,2,4,2,2,6
